STATE,Date,Home.Value,Structure.Cost,Land.Value,Land.Share,HomePriceIndex,LandPriceIndex
ID,2008Q2,"$265,090","$161,464","$103,625",39.1%,1.956,4.327
ID,2008Q3,"$260,873","$164,267","$96,605",37.0%,1.925,4.043
ID,2008Q4,"$256,364","$166,246","$90,118",35.2%,1.891,3.778
ID,2009Q1,"$251,781","$166,968","$84,813",33.7%,1.858,3.558
ID,2009Q2,"$246,722","$166,844","$79,878",32.4%,1.820,3.355
ID,2009Q3,"$241,035","$166,244","$74,791",31.0%,1.778,3.144
ID,2009Q4,"$234,877","$165,598","$69,279",29.5%,1.733,2.915
ID,2010Q1,"$228,447","$165,166","$63,281",27.7%,1.686,2.660
ID,2010Q2,"$222,089","$165,282","$56,806",25.6%,1.639,2.391
ID,2010Q3,"$216,090","$165,860","$50,230",23.2%,1.594,2.118
ID,2010Q4,"$210,910","$166,915","$43,995",20.9%,1.556,1.858
ID,2011Q1,"$207,256","$168,508","$38,748",18.7%,1.529,1.643
ID,2011Q2,"$205,888","$170,434","$35,454",17.2%,1.519,1.507
ID,2011Q3,"$207,031","$172,669","$34,363",16.6%,1.527,1.464
ID,2011Q4,"$210,337","$175,127","$35,210",16.7%,1.552,1.503
ID,2012Q1,"$215,455","$177,699","$37,756",17.5%,1.590,1.614
ID,2012Q2,"$221,814","$180,279","$41,536",18.7%,1.637,1.779
ID,2012Q3,"$228,678","$182,699","$45,979",20.1%,1.687,1.973
ID,2012Q4,"$235,595","$184,808","$50,786",21.6%,1.738,2.184
ID,2013Q1,"$242,261","$186,497","$55,763",23.0%,1.787,2.403
ID,2013Q2,"$248,412","$187,840","$60,573",24.4%,1.833,2.615
ID,2013Q3,"$254,032","$188,953","$65,080",25.6%,1.874,2.816
ID,2013Q4,"$259,131","$189,956","$69,175",26.7%,1.912,2.999
ID,2014Q1,"$263,974","$193,557","$70,416",26.7%,1.948,3.059
ID,2014Q2,"$268,693","$193,777","$74,916",27.9%,1.982,3.261
ID,2014Q3,"$273,730","$197,914","$75,816",27.7%,2.020,3.307
ID,2014Q4,"$279,401","$201,957","$77,444",27.7%,2.061,3.385
ID,2015Q1,"$285,845","$202,189","$83,657",29.3%,2.109,3.664
ID,2015Q2,"$292,922","$200,294","$92,627",31.6%,2.161,4.066
ID,2015Q3,"$300,400","$201,431","$98,969",32.9%,2.216,4.353
ID,2015Q4,"$308,043","$203,394","$104,648",34.0%,2.273,4.613
ID,2016Q1,"$315,583","$205,489","$110,094",34.9%,2.328,4.863
IL,1975Q1,"$38,131","$34,621","$3,510",9.2%,0.227,0.010
IL,1975Q2,"$38,557","$34,947","$3,611",9.4%,0.230,0.011
IL,1975Q3,"$39,148","$35,190","$3,958",10.1%,0.233,0.012
IL,1975Q4,"$39,970","$35,403","$4,566",11.4%,0.238,0.014
IL,1976Q1,"$41,019","$35,646","$5,373",13.1%,0.244,0.016
IL,1976Q2,"$42,329","$35,943","$6,386",15.1%,0.252,0.019
IL,1976Q3,"$43,883","$36,338","$7,545",17.2%,0.261,0.023
IL,1976Q4,"$45,647","$36,870","$8,777",19.2%,0.272,0.026
IL,1977Q1,"$47,620","$37,544","$10,076",21.2%,0.284,0.030
IL,1977Q2,"$49,666","$38,336","$11,330",22.8%,0.296,0.034
IL,1977Q3,"$51,734","$39,162","$12,572",24.3%,0.308,0.038
IL,1977Q4,"$53,861","$39,948","$13,912",25.8%,0.321,0.042
IL,1978Q1,"$55,925","$40,677","$15,248",27.3%,0.333,0.046
IL,1978Q2,"$57,801","$41,347","$16,454",28.5%,0.344,0.050
IL,1978Q3,"$59,271","$42,075","$17,196",29.0%,0.353,0.053
IL,1978Q4,"$60,268","$42,951","$17,317",28.7%,0.359,0.053
IL,1979Q1,"$60,834","$44,018","$16,816",27.6%,0.362,0.052
IL,1979Q2,"$61,177","$45,254","$15,923",26.0%,0.364,0.049
IL,1979Q3,"$61,334","$46,550","$14,784",24.1%,0.365,0.045
IL,1979Q4,"$61,424","$47,815","$13,609",22.2%,0.366,0.042
IL,1980Q1,"$61,552","$48,974","$12,577",20.4%,0.367,0.039
IL,1980Q2,"$61,792","$50,073","$11,719",19.0%,0.368,0.036
IL,1980Q3,"$62,173","$51,159","$11,014",17.7%,0.370,0.034
IL,1980Q4,"$62,685","$52,285","$10,399",16.6%,0.373,0.032
IL,1981Q1,"$63,341","$53,502","$9,839",15.5%,0.377,0.031
IL,1981Q2,"$64,001","$54,743","$9,257",14.5%,0.381,0.029
IL,1981Q3,"$64,403","$55,970","$8,433",13.1%,0.384,0.026
IL,1981Q4,"$64,467","$57,130","$7,337",11.4%,0.384,0.023
IL,1982Q1,"$64,185","$58,175","$6,011",9.4%,0.382,0.019
IL,1982Q2,"$63,788","$59,078","$4,709",7.4%,0.380,0.015
IL,1982Q3,"$63,501","$59,816","$3,685",5.8%,0.378,0.011
IL,1982Q4,"$63,541","$60,364","$3,177",5.0%,0.379,0.010
IL,1983Q1,"$63,928","$60,731","$3,196",5.0%,0.381,0.010
IL,1983Q2,"$64,601","$61,371","$3,230",5.0%,0.385,0.011
IL,1983Q3,"$65,438","$62,166","$3,272",5.0%,0.390,0.014
IL,1983Q4,"$66,355","$63,037","$3,318",5.0%,0.395,0.017
IL,1984Q1,"$67,299","$63,934","$3,365",5.0%,0.401,0.020
IL,1984Q2,"$68,253","$64,840","$3,413",5.0%,0.407,0.023
IL,1984Q3,"$69,179","$65,720","$3,459",5.0%,0.412,0.026
IL,1984Q4,"$70,086","$66,582","$3,504",5.0%,0.418,0.030
IL,1985Q1,"$70,996","$67,446","$3,550",5.0%,0.423,0.033
IL,1985Q2,"$71,957","$68,359","$3,598",5.0%,0.429,0.039
IL,1985Q3,"$73,020","$69,369","$3,651",5.0%,0.435,0.046
IL,1985Q4,"$74,228","$70,516","$3,711",5.0%,0.442,0.057
IL,1986Q1,"$75,607","$71,397","$4,210",5.6%,0.450,0.072
IL,1986Q2,"$77,178","$71,772","$5,406",7.0%,0.460,0.093
IL,1986Q3,"$78,930","$72,228","$6,702",8.5%,0.470,0.115
IL,1986Q4,"$80,836","$72,815","$8,020",9.9%,0.482,0.138
IL,1987Q1,"$82,864","$73,559","$9,304",11.2%,0.494,0.160
IL,1987Q2,"$84,982","$74,409","$10,574",12.4%,0.506,0.182
IL,1987Q3,"$87,114","$75,275","$11,840",13.6%,0.519,0.204
IL,1987Q4,"$89,233","$76,073","$13,159",14.7%,0.532,0.227
IL,1988Q1,"$91,354","$76,752","$14,602",16.0%,0.544,0.253
IL,1988Q2,"$93,465","$77,366","$16,099",17.2%,0.557,0.279
IL,1988Q3,"$95,507","$78,009","$17,498",18.3%,0.569,0.303
IL,1988Q4,"$97,459","$78,768","$18,691",19.2%,0.581,0.325
IL,1989Q1,"$99,359","$79,722","$19,636",19.8%,0.592,0.342
IL,1989Q2,"$101,203","$80,741","$20,463",20.2%,0.603,0.357
IL,1989Q3,"$102,953","$81,732","$21,220",20.6%,0.613,0.370
IL,1989Q4,"$104,546","$82,585","$21,962",21.0%,0.623,0.383
IL,1990Q1,"$105,973","$83,175","$22,798",21.5%,0.631,0.397
IL,1990Q2,"$107,246","$83,674","$23,573",22.0%,0.639,0.411
IL,1990Q3,"$108,474","$84,134","$24,341",22.4%,0.646,0.425
IL,1990Q4,"$109,599","$84,652","$24,947",22.8%,0.653,0.436
IL,1991Q1,"$110,682","$85,315","$25,367",22.9%,0.659,0.444
IL,1991Q2,"$111,757","$86,059","$25,698",23.0%,0.666,0.451
IL,1991Q3,"$112,879","$86,847","$26,033",23.1%,0.672,0.457
IL,1991Q4,"$114,072","$87,624","$26,448",23.2%,0.680,0.466
IL,1992Q1,"$115,330","$88,422","$26,908",23.3%,0.687,0.476
IL,1992Q2,"$116,645","$89,099","$27,546",23.6%,0.695,0.488
IL,1992Q3,"$118,022","$89,765","$28,257",23.9%,0.703,0.501
IL,1992Q4,"$119,478","$90,458","$29,020",24.3%,0.712,0.515
IL,1993Q1,"$120,987","$91,107","$29,880",24.7%,0.721,0.528
IL,1993Q2,"$122,553","$91,891","$30,662",25.0%,0.730,0.541
IL,1993Q3,"$124,176","$92,654","$31,522",25.4%,0.740,0.557
IL,1993Q4,"$125,820","$93,336","$32,484",25.8%,0.750,0.574
IL,1994Q1,"$127,461","$93,901","$33,560",26.3%,0.759,0.593
IL,1994Q2,"$129,024","$94,438","$34,586",26.8%,0.769,0.612
IL,1994Q3,"$130,482","$95,058","$35,424",27.1%,0.777,0.628
IL,1994Q4,"$131,856","$95,874","$35,982",27.3%,0.785,0.640
IL,1995Q1,"$133,186","$97,024","$36,162",27.2%,0.793,0.646
IL,1995Q2,"$134,506","$98,235","$36,270",27.0%,0.801,0.649
IL,1995Q3,"$135,800","$99,426","$36,374",26.8%,0.809,0.652
IL,1995Q4,"$137,060","$100,446","$36,614",26.7%,0.816,0.658
IL,1996Q1,"$138,280","$101,147","$37,133",26.9%,0.824,0.667
IL,1996Q2,"$139,427","$101,702","$37,725",27.1%,0.831,0.679
IL,1996Q3,"$140,487","$102,188","$38,298",27.3%,0.837,0.690
IL,1996Q4,"$141,483","$102,723","$38,760",27.4%,0.843,0.700
IL,1997Q1,"$142,442","$103,398","$39,045",27.4%,0.849,0.706
IL,1997Q2,"$143,420","$104,225","$39,195",27.3%,0.854,0.710
IL,1997Q3,"$144,461","$105,182","$39,279",27.2%,0.861,0.713
IL,1997Q4,"$145,617","$106,251","$39,366",27.0%,0.867,0.716
IL,1998Q1,"$146,943","$107,430","$39,512",26.9%,0.875,0.721
IL,1998Q2,"$148,479","$108,558","$39,921",26.9%,0.885,0.731
IL,1998Q3,"$150,264","$109,565","$40,699",27.1%,0.895,0.747
IL,1998Q4,"$152,287","$110,353","$41,934",27.5%,0.907,0.771
IL,1999Q1,"$154,500","$110,877","$43,623",28.2%,0.920,0.804
IL,1999Q2,"$156,879","$111,223","$45,656",29.1%,0.935,0.842
IL,1999Q3,"$159,412","$111,565","$47,847",30.0%,0.950,0.884
IL,1999Q4,"$162,091","$112,065","$50,025",30.9%,0.966,0.925
IL,2000Q1,"$164,910","$112,718","$52,192",31.6%,0.982,0.963
IL,2000Q2,"$167,866","$113,769","$54,097",32.2%,1.000,1.000
IL,2000Q3,"$170,938","$115,004","$55,934",32.7%,1.018,1.036
IL,2000Q4,"$174,099","$116,331","$57,768",33.2%,1.037,1.073
IL,2001Q1,"$177,333","$117,880","$59,453",33.5%,1.056,1.112
IL,2001Q2,"$180,601","$119,185","$61,416",34.0%,1.076,1.152
IL,2001Q3,"$183,899","$120,475","$63,424",34.5%,1.096,1.192
IL,2001Q4,"$187,250","$121,782","$65,468",35.0%,1.115,1.232
IL,2002Q1,"$190,697","$122,969","$67,728",35.5%,1.136,1.273
IL,2002Q2,"$194,249","$124,250","$69,999",36.0%,1.157,1.316
IL,2002Q3,"$197,908","$125,349","$72,560",36.7%,1.179,1.366
IL,2002Q4,"$201,678","$126,124","$75,554",37.5%,1.201,1.424
IL,2003Q1,"$205,543","$126,583","$78,960",38.4%,1.224,1.491
IL,2003Q2,"$209,499","$126,921","$82,578",39.4%,1.248,1.561
IL,2003Q3,"$213,532","$127,613","$85,920",40.2%,1.272,1.625
IL,2003Q4,"$217,634","$129,077","$88,557",40.7%,1.296,1.677
IL,2004Q1,"$221,781","$131,581","$90,199",40.7%,1.321,1.708
IL,2004Q2,"$225,999","$134,901","$91,098",40.3%,1.346,1.726
IL,2004Q3,"$230,307","$138,618","$91,690",39.8%,1.372,1.739
IL,2004Q4,"$234,705","$142,326","$92,379",39.4%,1.398,1.752
IL,2005Q1,"$239,204","$145,674","$93,530",39.1%,1.425,1.775
IL,2005Q2,"$243,747","$148,694","$95,053",39.0%,1.452,1.804
IL,2005Q3,"$248,232","$151,411","$96,822",39.0%,1.479,1.839
IL,2005Q4,"$252,498","$153,871","$98,627",39.1%,1.504,1.874
IL,2006Q1,"$256,363","$156,075","$100,288",39.1%,1.527,1.906
IL,2006Q2,"$259,638","$158,157","$101,481",39.1%,1.547,1.930
IL,2006Q3,"$262,208","$160,096","$102,112",38.9%,1.562,1.944
IL,2006Q4,"$264,012","$161,916","$102,096",38.7%,1.573,1.946
IL,2007Q1,"$264,908","$163,766","$101,142",38.2%,1.578,1.933
IL,2007Q2,"$264,597","$165,599","$98,998",37.4%,1.576,1.894
IL,2007Q3,"$263,120","$167,726","$95,394",36.3%,1.567,1.828
IL,2007Q4,"$260,611","$170,365","$90,246",34.6%,1.552,1.731
IL,2008Q1,"$257,198","$173,609","$83,590",32.5%,1.532,1.604
IL,2008Q2,"$253,139","$177,052","$76,087",30.1%,1.508,1.461
IL,2008Q3,"$248,800","$180,163","$68,637",27.6%,1.482,1.319
IL,2008Q4,"$244,601","$182,411","$62,189",25.4%,1.457,1.195
IL,2009Q1,"$240,836","$183,447","$57,389",23.8%,1.435,1.103
IL,2009Q2,"$237,665","$183,636","$54,029",22.7%,1.416,1.039
IL,2009Q3,"$235,073","$183,530","$51,543",21.9%,1.400,0.991
IL,2009Q4,"$232,788","$183,679","$49,108",21.1%,1.387,0.944
IL,2010Q1,"$230,595","$184,437","$46,158",20.0%,1.374,0.885
IL,2010Q2,"$228,287","$185,894","$42,393",18.6%,1.360,0.813
IL,2010Q3,"$225,728","$187,769","$37,958",16.8%,1.345,0.729
IL,2010Q4,"$223,031","$189,854","$33,177",14.9%,1.329,0.637
IL,2011Q1,"$220,365","$191,995","$28,370",12.9%,1.313,0.546
IL,2011Q2,"$218,071","$194,000","$24,071",11.0%,1.299,0.464
IL,2011Q3,"$216,444","$195,826","$20,618",9.5%,1.289,0.398
IL,2011Q4,"$215,551","$197,393","$18,158",8.4%,1.284,0.351
IL,2012Q1,"$215,472","$198,653","$16,819",7.8%,1.284,0.325
IL,2012Q2,"$216,137","$199,724","$16,412",7.6%,1.288,0.317
IL,2012Q3,"$217,454","$200,746","$16,707",7.7%,1.295,0.323
IL,2012Q4,"$219,363","$201,863","$17,500",8.0%,1.307,0.338
IL,2013Q1,"$221,869","$203,185","$18,684",8.4%,1.322,0.362
IL,2013Q2,"$224,732","$204,688","$20,045",8.9%,1.339,0.388
IL,2013Q3,"$227,661","$206,310","$21,351",9.4%,1.356,0.414
IL,2013Q4,"$230,532","$207,994","$22,538",9.8%,1.373,0.437
IL,2014Q1,"$233,255","$211,795","$21,460",9.2%,1.390,0.416
IL,2014Q2,"$235,902","$211,882","$24,019",10.2%,1.405,0.466
IL,2014Q3,"$238,483","$216,252","$22,231",9.3%,1.421,0.432
IL,2014Q4,"$240,998","$220,507","$20,490",8.5%,1.436,0.398
IL,2015Q1,"$243,423","$220,584","$22,839",9.4%,1.450,0.444
IL,2015Q2,"$245,798","$218,323","$27,475",11.2%,1.464,0.535
IL,2015Q3,"$248,173","$219,357","$28,816",11.6%,1.478,0.561
IL,2015Q4,"$250,597","$221,278","$29,319",11.7%,1.493,0.571
IL,2016Q1,"$253,097","$223,329","$29,768",11.8%,1.508,0.581
IN,1975Q1,"$25,196","$23,644","$1,552",6.2%,0.215,0.000
IN,1975Q2,"$25,287","$23,931","$1,356",5.4%,0.216,0.000
IN,1975Q3,"$25,446","$24,172","$1,274",5.0%,0.217,0.000
IN,1975Q4,"$25,694","$24,409","$1,285",5.0%,0.219,0.000
IN,1976Q1,"$26,076","$24,772","$1,304",5.0%,0.222,0.000
IN,1976Q2,"$26,638","$25,169","$1,469",5.5%,0.227,0.000
IN,1976Q3,"$27,331","$25,532","$1,799",6.6%,0.233,0.000
IN,1976Q4,"$28,138","$25,946","$2,192",7.8%,0.240,0.000
IN,1977Q1,"$29,016","$26,409","$2,607",9.0%,0.248,0.000
IN,1977Q2,"$29,995","$26,910","$3,084",10.3%,0.256,0.000
IN,1977Q3,"$31,119","$27,428","$3,691",11.9%,0.265,0.000
IN,1977Q4,"$32,389","$27,944","$4,445",13.7%,0.276,0.000
IN,1978Q1,"$33,747","$28,458","$5,289",15.7%,0.288,0.000
IN,1978Q2,"$35,140","$28,981","$6,158",17.5%,0.300,0.000
IN,1978Q3,"$36,518","$29,563","$6,956",19.0%,0.312,0.000
IN,1978Q4,"$37,835","$30,244","$7,592",20.1%,0.323,0.000
IN,1979Q1,"$39,055","$31,045","$8,010",20.5%,0.333,0.000
IN,1979Q2,"$40,111","$31,928","$8,183",20.4%,0.342,0.000
IN,1979Q3,"$40,969","$32,829","$8,140",19.9%,0.350,0.000
IN,1979Q4,"$41,654","$33,684","$7,970",19.1%,0.355,0.000
IN,1980Q1,"$42,226","$34,445","$7,781",18.4%,0.360,0.000
IN,1980Q2,"$42,732","$35,145","$7,587",17.8%,0.365,0.000
IN,1980Q3,"$43,231","$35,820","$7,411",17.1%,0.369,0.000
IN,1980Q4,"$43,704","$36,511","$7,193",16.5%,0.373,0.000
IN,1981Q1,"$44,162","$37,255","$6,906",15.6%,0.377,0.000
IN,1981Q2,"$44,558","$38,046","$6,512",14.6%,0.380,0.000
IN,1981Q3,"$44,891","$38,881","$6,010",13.4%,0.383,0.000
IN,1981Q4,"$45,116","$39,755","$5,361",11.9%,0.385,0.000
IN,1982Q1,"$45,216","$40,655","$4,561",10.1%,0.386,0.000
IN,1982Q2,"$45,273","$41,527","$3,746",8.3%,0.386,0.000
IN,1982Q3,"$45,363","$42,313","$3,050",6.7%,0.387,0.000
IN,1982Q4,"$45,548","$42,951","$2,597",5.7%,0.389,0.000
IN,1983Q1,"$45,783","$43,399","$2,383",5.2%,0.391,0.000
IN,1983Q2,"$46,008","$43,698","$2,309",5.0%,0.392,0.000
IN,1983Q3,"$46,216","$43,905","$2,311",5.0%,0.394,0.000
IN,1983Q4,"$46,443","$44,121","$2,322",5.0%,0.396,0.000
IN,1984Q1,"$46,739","$44,402","$2,337",5.0%,0.399,0.000
IN,1984Q2,"$47,121","$44,765","$2,356",5.0%,0.402,0.000
IN,1984Q3,"$47,569","$45,190","$2,378",5.0%,0.406,0.000
IN,1984Q4,"$48,099","$45,694","$2,405",5.0%,0.410,0.000
IN,1985Q1,"$48,689","$46,255","$2,434",5.0%,0.415,0.000
IN,1985Q2,"$49,337","$46,870","$2,467",5.0%,0.421,0.000
IN,1985Q3,"$50,035","$47,534","$2,502",5.0%,0.427,0.000
IN,1985Q4,"$50,790","$48,251","$2,540",5.0%,0.433,0.000
IN,1986Q1,"$51,595","$49,016","$2,580",5.0%,0.440,0.000
IN,1986Q2,"$52,440","$49,818","$2,622",5.0%,0.447,0.000
IN,1986Q3,"$53,301","$50,636","$2,665",5.0%,0.455,0.001
IN,1986Q4,"$54,158","$51,450","$2,708",5.0%,0.462,0.001
IN,1987Q1,"$55,001","$52,251","$2,750",5.0%,0.469,0.001
IN,1987Q2,"$55,822","$53,031","$2,791",5.0%,0.476,0.001
IN,1987Q3,"$56,625","$53,794","$2,831",5.0%,0.483,0.001
IN,1987Q4,"$57,421","$54,550","$2,871",5.0%,0.490,0.001
IN,1988Q1,"$58,230","$55,319","$2,912",5.0%,0.497,0.001
IN,1988Q2,"$59,033","$56,081","$2,952",5.0%,0.504,0.001
IN,1988Q3,"$59,817","$56,826","$2,991",5.0%,0.510,0.002
IN,1988Q4,"$60,600","$57,570","$3,030",5.0%,0.517,0.002
IN,1989Q1,"$61,391","$58,321","$3,070",5.0%,0.524,0.002
IN,1989Q2,"$62,189","$59,079","$3,109",5.0%,0.531,0.003
IN,1989Q3,"$62,968","$59,820","$3,148",5.0%,0.537,0.003
IN,1989Q4,"$63,702","$60,517","$3,185",5.0%,0.543,0.003
IN,1990Q1,"$64,401","$61,181","$3,220",5.0%,0.549,0.004
IN,1990Q2,"$65,073","$61,820","$3,254",5.0%,0.555,0.004
IN,1990Q3,"$65,923","$62,627","$3,296",5.0%,0.562,0.004
IN,1990Q4,"$66,753","$63,415","$3,338",5.0%,0.569,0.005
IN,1991Q1,"$67,575","$64,197","$3,379",5.0%,0.576,0.005
IN,1991Q2,"$68,392","$64,972","$3,420",5.0%,0.583,0.006
IN,1991Q3,"$69,250","$65,788","$3,463",5.0%,0.591,0.007
IN,1991Q4,"$70,185","$66,676","$3,509",5.0%,0.599,0.008
IN,1992Q1,"$71,210","$67,649","$3,560",5.0%,0.607,0.010
IN,1992Q2,"$72,320","$68,704","$3,616",5.0%,0.617,0.012
IN,1992Q3,"$73,494","$69,820","$3,675",5.0%,0.627,0.015
IN,1992Q4,"$74,721","$70,985","$3,736",5.0%,0.637,0.018
IN,1993Q1,"$76,002","$72,202","$3,800",5.0%,0.648,0.022
IN,1993Q2,"$77,334","$73,467","$3,867",5.0%,0.660,0.026
IN,1993Q3,"$78,705","$74,770","$3,935",5.0%,0.671,0.032
IN,1993Q4,"$80,097","$76,092","$4,005",5.0%,0.683,0.040
IN,1994Q1,"$81,485","$77,411","$4,074",5.0%,0.695,0.049
IN,1994Q2,"$82,869","$78,725","$4,143",5.0%,0.707,0.061
IN,1994Q3,"$84,264","$80,050","$4,213",5.0%,0.719,0.074
IN,1994Q4,"$85,680","$81,396","$4,284",5.0%,0.731,0.089
IN,1995Q1,"$87,110","$82,754","$4,355",5.0%,0.743,0.104
IN,1995Q2,"$88,522","$84,096","$4,426",5.0%,0.755,0.119
IN,1995Q3,"$89,944","$85,447","$4,497",5.0%,0.767,0.135
IN,1995Q4,"$91,364","$86,796","$4,568",5.0%,0.779,0.156
IN,1996Q1,"$92,782","$88,142","$4,639",5.0%,0.792,0.185
IN,1996Q2,"$94,173","$89,464","$4,709",5.0%,0.803,0.220
IN,1996Q3,"$95,507","$90,731","$4,775",5.0%,0.815,0.262
IN,1996Q4,"$96,769","$91,218","$5,552",5.7%,0.826,0.306
IN,1997Q1,"$97,981","$91,740","$6,241",6.4%,0.836,0.344
IN,1997Q2,"$99,197","$92,307","$6,890",6.9%,0.846,0.380
IN,1997Q3,"$100,447","$92,891","$7,556",7.5%,0.857,0.417
IN,1997Q4,"$101,759","$93,466","$8,292",8.1%,0.868,0.459
IN,1998Q1,"$103,143","$94,017","$9,127",8.8%,0.880,0.506
IN,1998Q2,"$104,605","$94,539","$10,066",9.6%,0.892,0.559
IN,1998Q3,"$106,134","$95,050","$11,084",10.4%,0.905,0.616
IN,1998Q4,"$107,719","$95,562","$12,156",11.3%,0.919,0.677
IN,1999Q1,"$109,313","$96,091","$13,222",12.1%,0.933,0.738
IN,1999Q2,"$110,915","$96,643","$14,271",12.9%,0.946,0.797
IN,1999Q3,"$112,527","$97,237","$15,290",13.6%,0.960,0.855
IN,1999Q4,"$114,125","$97,886","$16,239",14.2%,0.974,0.909
IN,2000Q1,"$115,706","$98,571","$17,135",14.8%,0.987,0.958
IN,2000Q2,"$117,221","$99,367","$17,854",15.2%,1.000,1.000
IN,2000Q3,"$118,683","$100,242","$18,441",15.5%,1.012,1.035
IN,2000Q4,"$120,110","$101,192","$18,917",15.8%,1.025,1.064
IN,2001Q1,"$121,544","$102,263","$19,281",15.9%,1.037,1.091
IN,2001Q2,"$122,989","$103,282","$19,707",16.0%,1.049,1.118
IN,2001Q3,"$124,451","$104,253","$20,197",16.2%,1.062,1.148
IN,2001Q4,"$125,931","$105,126","$20,805",16.5%,1.074,1.184
IN,2002Q1,"$127,383","$105,809","$21,574",16.9%,1.087,1.225
IN,2002Q2,"$128,817","$106,380","$22,437",17.4%,1.099,1.276
IN,2002Q3,"$130,277","$106,773","$23,503",18.0%,1.111,1.338
IN,2002Q4,"$131,805","$106,966","$24,839",18.8%,1.124,1.415
IN,2003Q1,"$133,435","$107,021","$26,414",19.8%,1.138,1.509
IN,2003Q2,"$135,146","$107,146","$28,000",20.7%,1.153,1.602
IN,2003Q3,"$136,940","$107,696","$29,244",21.4%,1.168,1.675
IN,2003Q4,"$138,806","$108,998","$29,807",21.5%,1.184,1.709
IN,2004Q1,"$140,727","$111,235","$29,492",21.0%,1.201,1.691
IN,2004Q2,"$142,706","$114,107","$28,599",20.0%,1.217,1.642
IN,2004Q3,"$144,685","$117,139","$27,546",19.0%,1.234,1.583
IN,2004Q4,"$146,644","$119,866","$26,778",18.3%,1.251,1.540
IN,2005Q1,"$148,590","$121,953","$26,636",17.9%,1.268,1.533
IN,2005Q2,"$150,531","$123,595","$26,936",17.9%,1.284,1.552
IN,2005Q3,"$152,476","$125,107","$27,368",17.9%,1.301,1.579
IN,2005Q4,"$154,408","$126,812","$27,596",17.9%,1.317,1.594
IN,2006Q1,"$156,238","$128,914","$27,325",17.5%,1.333,1.580
IN,2006Q2,"$157,961","$131,197","$26,765",16.9%,1.348,1.549
IN,2006Q3,"$159,547","$133,322","$26,225",16.4%,1.361,1.520
IN,2006Q4,"$160,943","$134,953","$25,990",16.1%,1.373,1.509
IN,2007Q1,"$162,070","$135,916","$26,154",16.1%,1.383,1.522
IN,2007Q2,"$162,806","$136,543","$26,263",16.1%,1.389,1.531
IN,2007Q3,"$163,078","$137,372","$25,706",15.8%,1.391,1.501
IN,2007Q4,"$162,911","$138,920","$23,990",14.7%,1.390,1.402
IN,2008Q1,"$162,470","$141,499","$20,971",12.9%,1.386,1.227
IN,2008Q2,"$161,872","$144,578","$17,294",10.7%,1.381,1.012
IN,2008Q3,"$161,293","$147,421","$13,871",8.6%,1.376,0.812
IN,2008Q4,"$160,843","$149,294","$11,549",7.2%,1.372,0.676
IN,2009Q1,"$160,712","$149,693","$11,018",6.9%,1.371,0.645
IN,2009Q2,"$160,851","$149,059","$11,792",7.3%,1.372,0.691
IN,2009Q3,"$161,175","$148,062","$13,114",8.1%,1.375,0.768
IN,2009Q4,"$161,627","$147,373","$14,254",8.8%,1.379,0.835
IN,2010Q1,"$162,080","$147,500","$14,579",9.0%,1.383,0.853
IN,2010Q2,"$162,524","$148,406","$14,118",8.7%,1.386,0.826
IN,2010Q3,"$162,954","$149,849","$13,105",8.0%,1.390,0.767
IN,2010Q4,"$163,409","$151,604","$11,805",7.2%,1.394,0.691
IN,2011Q1,"$164,016","$153,465","$10,551",6.4%,1.399,0.618
IN,2011Q2,"$164,891","$155,266","$9,625",5.8%,1.407,0.564
IN,2011Q3,"$166,016","$156,878","$9,138",5.5%,1.416,0.536
IN,2011Q4,"$167,340","$158,164","$9,177",5.5%,1.428,0.538
IN,2012Q1,"$168,852","$159,042","$9,810",5.8%,1.440,0.576
IN,2012Q2,"$170,636","$159,659","$10,977",6.4%,1.456,0.644
IN,2012Q3,"$172,705","$160,215","$12,490",7.2%,1.473,0.734
IN,2012Q4,"$175,101","$160,910","$14,192",8.1%,1.494,0.834
IN,2013Q1,"$177,728","$161,896","$15,831",8.9%,1.516,0.931
IN,2013Q2,"$180,449","$163,137","$17,312",9.6%,1.539,1.019
IN,2013Q3,"$183,188","$164,549","$18,639",10.2%,1.563,1.098
IN,2013Q4,"$185,847","$166,047","$19,800",10.7%,1.585,1.167
IN,2014Q1,"$188,455","$169,085","$19,371",10.3%,1.608,1.142
IN,2014Q2,"$191,107","$169,159","$21,948",11.5%,1.630,1.295
IN,2014Q3,"$193,852","$172,652","$21,200",10.9%,1.654,1.252
IN,2014Q4,"$196,713","$176,055","$20,658",10.5%,1.678,1.221
IN,2015Q1,"$199,698","$176,123","$23,575",11.8%,1.704,1.394
IN,2015Q2,"$202,745","$174,325","$28,420",14.0%,1.730,1.682
IN,2015Q3,"$205,837","$175,160","$30,677",14.9%,1.756,1.817
IN,2015Q4,"$208,970","$176,704","$32,266",15.4%,1.783,1.913
IN,2016Q1,"$212,142","$178,353","$33,788",15.9%,1.810,2.005
IA,1975Q1,"$25,417","$21,969","$3,448",13.6%,0.256,0.000
IA,1975Q2,"$26,407","$22,293","$4,113",15.6%,0.266,0.000
IA,1975Q3,"$27,327","$22,584","$4,743",17.4%,0.275,0.000
IA,1975Q4,"$28,208","$22,855","$5,352",19.0%,0.284,0.000
IA,1976Q1,"$29,069","$23,132","$5,937",20.4%,0.293,0.000
